start time,title,artist,duration,program id
2021-08-02T00:00:51-05:00,Dream On,Aerosmith,258,1020
2021-08-02T00:05:15-05:00,I Hate Myself For Loving You,Joan Jett,244,0020
2021-08-02T00:09:20-05:00,Lagrange,ZZ Top,205,1039
2021-08-02T00:17:28-05:00,Cherry Pie,Warrant,194,7773
2021-08-02T00:20:42-05:00,Intruder / (Oh) Pretty Woman,Van Halen,270,2445
2021-08-02T00:25:18-05:00,The Boys Are Back In Town,Thin Lizzy,257,2271
2021-08-02T00:29:36-05:00,In Bloom,Nirvana,251,4427
2021-08-02T00:33:52-05:00,Hey You,Pink Floyd,275,1623
2021-08-02T00:38:27-05:00,Heartbreaker,Pat Benatar,204,2243
2021-08-02T00:41:56-05:00,Pour Some Sugar On Me,Def Leppard,263,4979
2021-08-02T00:50:01-05:00,Magic Man,Heart,325,1276
2021-08-02T00:55:26-05:00,Pride And Joy,Stevie Ray Vaughan,216,2072
2021-08-02T00:59:08-05:00,Schools Out,Alice Cooper,206,2414
2021-08-02T01:02:40-05:00,Money Talks,AC/DC,223,1384
2021-08-02T01:06:29-05:00,The Boys Of Summer,Don Henley,281,2157
2021-08-02T01:11:11-05:00,Communication Breakdown,Led Zeppelin,143,6198
2021-08-02T01:18:13-05:00,You Got Lucky,Tom Petty & The Heartbreakers,201,1528
2021-08-02T01:21:34-05:00,Dreams,Fleetwood Mac,250,9908
2021-08-02T01:25:50-05:00,Live And Let Die,Guns N' Roses,176,3231
2021-08-02T01:28:47-05:00,Living After Midnight,Judas Priest,195,2961
2021-08-02T01:32:07-05:00,Miss You,Rolling Stones,275,1222
2021-08-02T01:36:43-05:00,Comedown,Bush,321,1034
2021-08-02T01:42:09-05:00,Cheap Sunglasses,ZZ Top,286,1439
2021-08-02T01:47:05-05:00,Flying High Again,Ozzy Osbourne,257,1475
2021-08-02T01:51:23-05:00,Eruption/You Really Got Me,Van Halen,256,2965
2021-08-02T01:55:45-05:00,The Stroke,Billy Squier,215,4839
2021-08-02T01:59:21-05:00,Give It Away,Red Hot Chili Peppers,279,8885
2021-08-02T02:04:06-05:00,Fly By Night,Rush,193,2873
2021-08-02T02:07:23-05:00,Outside,Staind,287,3456
2021-08-02T02:12:11-05:00,Modern Love,David Bowie,228,4180
2021-08-02T02:20:17-05:00,While My Guitar Gently Weeps,Beatles,270,1123
2021-08-02T02:24:47-05:00,Daughter,Pearl Jam,213,4450
2021-08-02T02:28:25-05:00,We're Not Gonna Take It,Twisted Sister,205,2758
2021-08-02T02:31:51-05:00,Kashmir,Led Zeppelin,499,4771
2021-08-02T02:40:15-05:00,Rock And Roll Ain't Noise Pollution,AC/DC,251,3005
2021-08-02T02:44:27-05:00,I Want You To Want Me (Live),Cheap Trick,215,1178
2021-08-02T02:48:07-05:00,Owner Of A Lonely Heart,Yes,226,1260
2021-08-02T02:51:58-05:00,Have A Cigar,Pink Floyd,292,1611
2021-08-02T02:56:51-05:00,Far Behind,Candlebox,288,4007
2021-08-02T03:01:46-05:00,No More Mister Nice Guy,Alice Cooper,180,4643
2021-08-02T03:04:51-05:00,Juke Box Hero,Foreigner,258,2881
2021-08-02T03:09:10-05:00,Come Together,Aerosmith,220,4148
2021-08-02T03:19:49-05:00,Possum Kingdom (LP Version),Toadies,303,2094
2021-08-02T03:24:53-05:00,Gimme All Your Lovin',ZZ Top,231,2195
2021-08-02T03:28:50-05:00,All Along The Watchtower,Jimi Hendrix,228,1648
2021-08-02T03:32:38-05:00,You Don't Know How It Feels (Album Version),"Petty, Tom",282,6458
2021-08-02T03:37:26-05:00,One Way or Another,Blondie,208,9904
2021-08-02T03:40:55-05:00,Don't Stand So Close To Me,Police,228,2566
2021-08-02T03:44:48-05:00,Layla,Derek & The Dominoes,418,1588
2021-08-02T03:51:53-05:00,Sweet Child O' Mine (LP Version),Guns N' Roses,348,2988
2021-08-02T03:57:42-05:00,Under My Thumb,Rolling Stones,213,1911
2021-08-02T04:01:22-05:00,Hot For Teacher,Van Halen,279,5813
2021-08-02T04:06:07-05:00,Carry On Wayward Son,Kansas,316,1002
2021-08-02T04:11:23-05:00,No More Tears,Ozzy Osbourne,433,2439
