start time,title,artist,duration,program id
2021-06-26T00:02:39-05:00,Money Edit,Pink Floyd,386,0963
2021-06-26T00:16:04-05:00,Kickstart My Heart,Motley Crue,278,2734
2021-06-26T00:20:43-05:00,Beast Of Burden,Rolling Stones,198,1219
2021-06-26T00:24:07-05:00,Jack & Diane,John Mellencamp,249,1710
2021-06-26T00:28:16-05:00,Tush,ZZ Top,131,1510
2021-06-26T00:30:32-05:00,Them Bones,Alice In Chains,147,8760
2021-06-26T00:33:00-05:00,Intruder / (Oh) Pretty Woman,Van Halen,270,2445
2021-06-26T00:37:35-05:00,"Hello, I Love You",Doors,124,1702
2021-06-26T00:45:56-05:00,Cryin',Aerosmith,301,4507
2021-06-26T00:50:58-05:00,Nothin' But A Good Time,Poison,220,2594
2021-06-26T00:54:45-05:00,You're My Best Friend,Queen,168,1902
2021-06-26T00:57:39-05:00,With Or Without You,U2,283,1287
2021-06-26T01:02:27-05:00,Call Me The Breeze,Lynyrd Skynyrd,306,7945
2021-06-26T01:07:34-05:00,Everybody Wants You,Billy Squier,217,1653
2021-06-26T01:18:30-05:00,Fool In The Rain,Led Zeppelin,367,4734
2021-06-26T01:24:37-05:00,Everything Zen  (Radio Edit),Bush,240,2732
2021-06-26T01:28:43-05:00,You Shook Me All Night Long,AC/DC,209,2963
2021-06-26T01:32:13-05:00,While My Guitar Gently Weeps,Beatles,270,1123
2021-06-26T01:36:48-05:00,Tightrope,Stevie Ray Vaughn,266,2440
2021-06-26T01:41:14-05:00,We're An American Band,Grand Funk,203,1872
2021-06-26T01:44:42-05:00,No More Tears,Ozzy Osbourne,433,2439
2021-06-26T01:57:48-05:00,Bad Reputation,Joan Jett,159,0018
2021-06-26T02:00:33-05:00,Hotel California,Eagles,379,4751
2021-06-26T02:06:57-05:00,Refugee,Tom Petty & The Heartbreakers,198,1000
2021-06-26T02:10:16-05:00,Gimme Shelter,Rolling Stones,264,1401
2021-06-26T02:19:43-05:00,Rebel Yell,Billy Idol,283,2673
2021-06-26T02:24:26-05:00,Runnin' With The Devil,Van Halen,209,2916
2021-06-26T02:28:00-05:00,Down In A Hole,Alice In Chains,329,1571
2021-06-26T02:33:30-05:00,Legs,ZZ Top,262,1208
2021-06-26T02:37:58-05:00,Foxey Lady,Jimi Hendrix,191,1642
2021-06-26T02:41:10-05:00,Better Man (Single Version),Pearl Jam,236,4701
2021-06-26T02:45:12-05:00,Hurts So Good,John Mellencamp,207,5203
2021-06-26T02:48:44-05:00,Come Together,Aerosmith,220,4148
2021-06-26T02:52:25-05:00,Cult Of Personality,Living Colour,292,4380
2021-06-26T02:57:22-05:00,Whole Lotta Love,Led Zeppelin,322,1662
2021-06-26T03:02:51-05:00,Bad To The Bone,George Thorogood,287,2428
2021-06-26T03:07:43-05:00,Welcome To The Machine,Pink Floyd,395,1613
2021-06-26T03:14:19-05:00,Cherry Pie,Warrant,194,7773
2021-06-26T03:21:00-05:00,Rock And Roll Ain't Noise Pollution,AC/DC,251,3005
2021-06-26T03:25:12-05:00,Hollywood Nights,Bob Seger & The Sbb,291,1193
2021-06-26T03:30:07-05:00,Welcome To The Jungle,Guns N' Roses,258,2835
2021-06-26T03:34:26-05:00,Born On The Bayou,Crredence Clearwater Revival,306,9905
2021-06-26T03:39:38-05:00,The Unforgiven,Metallica,365,1444
2021-06-26T03:45:44-05:00,Stop Draggin' My Heart Around,Stevie Nicks & Tom Petty,226,1368
2021-06-26T03:49:35-05:00,Shattered,Rolling Stones,222,1220
2021-06-26T03:56:54-05:00,Scar Tissue (Album Version),Red Hot Chili Peppers,211,2793
2021-06-26T04:00:31-05:00,Don't Fear The Reaper,Blue Oyster Cult,299,1737
2021-06-26T04:05:34-05:00,"Girls, Girls, Girls",Motley Crue,263,2731
2021-06-26T04:09:58-05:00,Just What I Needed,Cars,221,1037
2021-06-26T04:17:57-05:00,You Don't Know How It Feels (Album Version),"Petty, Tom",282,6458
2021-06-26T04:22:39-05:00,Shot In The Dark,"Osbourne, Ozzy",243,5678
2021-06-26T04:26:48-05:00,Ramble On,Led Zeppelin,243,1059
2021-06-26T04:30:52-05:00,No Excuses,Alice In Chains,250,4622
2021-06-26T04:35:07-05:00,Photograph,Def Leppard,238,1798
2021-06-26T04:39:06-05:00,Roadhouse Blues,Doors,238,1707
2021-06-26T04:43:10-05:00,Pride And Joy,Stevie Ray Vaughan,216,2072
2021-06-26T04:47:23-05:00,Don't Look Back,Boston,351,2055
2021-06-26T04:53:15-05:00,Rock You Like A Hurricane,Scorpions,248,2751
