start time,title,artist,duration,program id
2021-01-15T00:03:32-06:00,Same Old Song And Dance,Aerosmith,222,201
2021-01-15T00:07:24-06:00,Kickstart My Heart,Motley Crue,278,201
2021-01-15T00:12:03-06:00,Caught Up In You,.38 Special,268,201
2021-01-15T00:21:34-06:00,Let's Go,Cars,209,201
2021-01-15T00:25:03-06:00,This Is A Call,Foo Fighters,226,203
2021-01-15T00:29:02-06:00,I Love Rock 'n Roll,Joan Jett,172,201
2021-01-15T00:31:55-06:00,Ain't Talkin' 'bout Love,Van Halen,225,201
2021-01-15T00:35:53-06:00,Gimme Shelter,Rolling Stones,264,201
2021-01-15T00:40:18-06:00,Hotel California,Eagles,379,201
2021-01-15T00:46:47-06:00,Glycerine,Bush,250,201
2021-01-15T00:53:08-06:00,Tush,ZZ Top,131,201
2021-01-15T00:55:19-06:00,Don't Come Around Here No Mo,"Petty, Tom & The Heartbreake",299,201
2021-01-15T01:00:25-06:00,Money For Nothing,Dire Straits,235,205
2021-01-15T01:04:32-06:00,Black Betty,Ram Jam,147,201
2021-01-15T01:06:59-06:00,Crossfire,"Vaughan, Stevie Ray",246,201
2021-01-15T01:17:11-06:00,The Joker,Steve Miller Band,208,201
2021-01-15T01:20:39-06:00,No One Like You,Scorpions,229,201
2021-01-15T01:24:35-06:00,Happiest Days.../Another Bri,Pink Floyd,344,201
2021-01-15T01:30:19-06:00,Wicked Garden,Stone Temple Pilots,240,201
2021-01-15T01:34:30-06:00,"De Do Do Do, De Da Da Da",Police,239,201
2021-01-15T01:38:30-06:00,Hair Of The Dog,Nazareth,240,201
2021-01-15T01:42:40-06:00,Photograph,Def Leppard,238,201
2021-01-15T01:48:52-06:00,Iron Man,Black Sabbath,350,201
2021-01-15T01:54:43-06:00,Heartbreaker / Living Loving,Led Zeppelin,411,201
2021-01-15T02:01:40-06:00,Jealous Again,Black Crowes,261,201
2021-01-15T02:06:12-06:00,Bang A Gong,T. Rex,261,201
2021-01-15T02:10:34-06:00,Black,Pearl Jam,326,201
2021-01-15T02:20:20-06:00,Schools Out,Alice Cooper,206,201
2021-01-15T02:23:47-06:00,Paradise City,Guns N' Roses,404,201
2021-01-15T02:30:40-06:00,Roadhouse Blues,Doors,238,201
2021-01-15T02:34:39-06:00,Tom Sawyer,Rush,265,201
2021-01-15T02:39:16-06:00,Summer Of '69,BRYAN ADAMS,204,202
2021-01-15T02:42:40-06:00,All My Life,Foo Fighters,251,201
2021-01-15T02:47:04-06:00,Sweet Emotion,Aerosmith,263,201
2021-01-15T02:54:39-06:00,I Won't Back Down,Tom Petty,170,201
2021-01-15T02:57:29-06:00,Fly Like An Eagle  (Long Ver,Steve Miller Band,329,201
2021-01-15T03:03:04-06:00,Feel Like Makin' Love,Bad Company,302,201
2021-01-15T03:08:21-06:00,She,Green Day,131,203
2021-01-15T03:10:33-06:00,Rock And Roll,Led Zeppelin,217,201
2021-01-15T03:17:37-06:00,"Girls, Girls, Girls",Motley Crue,263,201
2021-01-15T03:22:00-06:00,Born To Run,Bruce Springsteen,264,201
2021-01-15T03:26:35-06:00,Owner Of A Lonely Heart,Yes,226,201
2021-01-15T03:30:22-06:00,Peace Of Mind,Boston,290,201
2021-01-15T03:35:23-06:00,Pride And Joy,Stevie Ray Vaughan,216,201
2021-01-15T03:39:00-06:00,Layla,Derek & The Dominoes,418,201
2021-01-15T03:46:04-06:00,You Shook Me All Night Long,AC/DC,209,201
2021-01-15T03:52:11-06:00,Jamie's Cryin',Van Halen,197,201
2021-01-15T03:55:29-06:00,Creep,Radiohead,231,201
2021-01-15T03:59:26-06:00,Everybody Wants You,Billy Squier,217,201
2021-01-15T04:03:09-06:00,Feels Like The First Time,Foreigner,202,201
2021-01-15T04:06:42-06:00,Pour Some Sugar On Me,Def Leppard,263,201
2021-01-15T04:11:06-06:00,Carry On Wayward Son,Kansas,316,201
2021-01-15T04:19:22-06:00,Light My Fire (Long Version),Doors,421,201
